station_train_code,train_no
D3572,71000D357209
D3575,77000D357501
D3576,71000D357601
D3581,77000D358101
D3582,71000D358201
D3583,8d000D358301
D3585,4f000D358501
D3589,4f000D358903
D3590,4t000D359001
D3591,4f000D359103
D3593,87000D359301
D3595,4f000D359504
D3596,4t000D359600
D361,390000D36109
D362,760000D36207
D366,4e0000D3660P
D368,760000D3680D
D3601,71000D360106
D3602,6c000D36020A
D3603,71000D36030M
D3605,71000D36050F
D3606,6c000D36060G
D3607,71000D36070D
D3608,6e000D36080A
D3609,71000D36090E
D3610,6c000D36100F
D3611,71000D36110C
D3614,6c000D36140I
D3615,71000D36150H
D3616,6c000D36160D
D3617,71000D36170W
D3618,6c000D36180D
D3619,71000D36190C
D3621,71000D36210D
D3623,71000D36230B
D3626,6c000D36260R
D3627,71000D36270J
D3628,6c000D36280D
D3629,71000D36290B
D3630,6c000D36300E
D3632,6c000D36320G
D3633,71000D363304
D3634,6c000D36340E
D3636,6c000D36360C
D3637,71000D363704
D3638,6c000D363808
D3639,71000D36390H
D3640,6c000D36400I
D3641,71000D36410E
D3643,71000D364308
D3644,6c000D364404
D3647,71000D364707
D3648,6c000D364802
D3651,71000D36510C
D3653,5y000D365301
D3655,71000D365506
D3657,5n000D365704
D3662,65000D366203
D3664,73000D366403
D3665,71000D366501
D3666,65000D366603
D3671,4f000D367100
D3673,87000D367300
D3679,71000D36790D
D3680,63000D368000
D3681,4f000D368102
D3683,87000D368302
D3685,4f000D368504
D3689,4f000D368902
D3691,87000D369101
D3697,4f000D369702
D3698,4u000D369801
D375,480000D37510
D376,6i0000D37602
D377,5l0000D37709
D3704,71000D370402
D3706,6c000D37060G
D3708,73000D37080F
D3710,6c000D37100A
D3712,73000D37120D
D3714,6c000D37140C
D3718,63000D371800
D3720,73000D37200B
D3722,6c000D37220C
D3724,73000D37240C
D3725,73000D37280B
D3726,6c000D37260E
D3730,6c000D373008
D3732,73000D37320C
D3734,6c000D373410
D3736,73000D37360Y
D3738,6c000D37380E
D3740,73000D37400L
D3742,6c000D374206
D3745,71000D374501
D3746,6c000D374607
D3751,71000D37510F
D3752,6c000D37520H
D3753,71000D37530E
D3754,6c000D37540D
D3755,71000D375508
D3756,6c000D375605
D3757,71000D37570A
D3758,6c000D37580F
D3759,71000D375907
D3760,6c000D37600C
D3761,71000D37610H
D3762,6c000D37620H
D3763,71000D376308
D3764,6c000D37640D
D3781,71000D378406
D3782,6c000D37820B
D3786,6c000D378609
D3788,71000D378807
D3790,6c000D379002
D3792,71000D379208
D3796,71000D379604
D381,5l0000D381B0
D382,5n0000D3820P
D385,6l0000D38506
D3803,6c000D38020E
D3804,80000D38040C
D3806,6c000D38060K
D3808,80000D380809
D3810,6c000D381009
D3812,80000D38120I
D3814,6c000D381406
D3816,80000D38160I
D3818,6c000D38180E
D3820,80000D38200O
D3822,6c000D382209
D3824,80000D38240F
D3826,6c000D38260A
D3828,80000D38280J
D3830,6c000D38300E
D3832,80000D38320H
D3838,6c000D383806
D3840,80000D38400H
D3842,6e000D384205
D3844,8c000D38440E
D3846,6c000D384609
D3848,8c000D384800
D3850,6y000D385007
D3852,8c000D38520C
D3856,8c000D38560C
D3858,6c000D38580C
D3862,6c000D38620A
D3902,80000D390206
D3903,71000D390309
D3904,80000D39040A
D3905,71000D390503
D3906,80000D390609
D3907,71000D390704
D3910,80000D391009
D3922,73000D392206
D3924,80000D392407
D3926,73000D392603
D3928,80000D392809
D3933,71000D393305
D3934,8c000D39340B
D3937,71000D393704
D3938,8c000D39380A
D3941,71000D394108
D3942,8c000D39420B
D3944,73000D394407
D3946,8c000D394609
D3949,71000D394904
D3950,8c000D395009
